CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],2.86332286,CCCCCCCCCCCCCCCCOOCSOOONa,25
CCCCCCCCCC[N+](C)(C)CC(=O)[O-],4.255272505,CCCCCCCCCCNCCCCOO,17
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],3.301029996,CCCCCCCCCCCCNCCCCOO,19
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],2.342422681,CCCCCCCCCCCCCCNCCCCOO,21
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],1.301029996,CCCCCCCCCCCCCCCCNCCCCOO,23
CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],3.662757832,CCCCCCCCCCCCNCCCCCCOO,21
CCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-],3.414973348,CCCCCCCCCCCCNCCCCCCCCOO,23
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-],3.176091259,CCCCCCCCCCCCNCCCCCCCCCCOO,25
CCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,3.716003344,CCCCCCCCCCCCOOnccccc,20
CCCCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,2.77815125,CCCCCCCCCCCCCCOOnccccc,22
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],3.477121255,CCCCCCCCCCCCNCCCCCSOOO,22
CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],2.505149978,CCCCCCCCCCCCCCNCCCCCSOOO,24
